Date,Course,Off,Name,Type,Class,Pattern,Rating_Band,Age_Band,Sex_Rest,Dist,Dist_Y,Dist_M,Dist_F,Going,Num,Pos,Ran,Draw,Btn,Ovr_Btn,Horse,SP,Dec,Age,Sex,Wgt,Lbs,HG,Time,Jockey,Trainer,OR,RPR,TS,Prize,Sire,Dam,Damsire,Owner,Comment
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,2,7,14,14,.5,3.5,Agincourt (IRE),40/1,41.00,5,M,9-10,136,,1:38.85,Shane Gray,David OMeara,100,,,,Declaration Of War (USA),El Diamante (FR),Royal Applause,Sir Robert Ogden,Close up on outer - ridden and no extra from over 1f out
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,4,8,14,10,1.25,4.75,Audarya (FR),12/1,13.00,4,F,9-7,133,,1:39.10,Daniel Muscutt,James Fanshawe,101,,,,Wootton Bassett (GB),Green Bananas (FR),Green Tune,Mrs A M Swinburn,Held up in last - pushed along and headway under 2f out - switched right and ridden 1f out - kept on inside final furlong - nearest finish - eyecatcher
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,7,9,14,8,.75,5.5,Iconic Choice (GB),100/1,101.00,4,F,9-7,133,,1:39.25,Richard Kingscote,Tom Dascombe,97,,,,Sixties Icon (GB),Adorable Choice (IRE),Choisir,John Brown,In rear - pushed along on inner 2f out - ridden over 1f out - stayed on inside final furlong - nearest finish
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,3,10,14,3,.5,6,Scentasia (GB),7/4F,2.75,4,F,9-10,136,,1:39.35,Frankie Dettori,John Gosden,104,,,,Cape Cross (IRE),Sweet Rose (GB),New Approach,Sheikh Juma Dalmook Al Maktoum,Led about five wide early - pushed along on inner 2f out - soon headed - weakened from over 1f out
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,5,11,14,2,0.2,6,Dean Street Doll (IRE),66/1,67.00,4,F,9-7,133,,1:39.39,Jason Watson,David Menuisier,95,,,,Oasis Dream (GB),Soho Rose (IRE),Hernando,Clive Washbourn,Close up - pushed along 2f out - ridden and weakened from over 1f out
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,11,12,14,6,0.05,6.25,Romola (GB),10/1,11.00,4,F,9-7,133,v,1:39.41,Ryan Moore,Sir Michael Stoute,95,,,,Pivotal (GB),Dianora (GB),New Approach,Cheveley Park Stud,Midfield - hampered over 4f out - ridden over 1f out - weakened inside final furlong
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,8,13,14,12,2,8.25,Natalie's Joy (GB),40/1,41.00,4,F,9-7,133,,1:39.80,Joe Fanning,Mark Johnston,98,,,,Lope De Vega (IRE),Semaphore (GB),Zamindar,Merriebelle Stable S Chappell,Close up on outer - pushed along 2f out - weakened over 1f out
2020-06-03,kempton-aw,3:55,EBF/Unibet Snowdrop Fillies Stakes (Listed Race),,Class 1,Listed,,3yo+,F,1m,1760,1609,8f,Standard To Slow,14,14,14,7,4,12.25,Sesame Birah (IRE),100/1,101.00,3,F,8-10,122,,1:40.60,Pat Dobbs,Richard Hannon,95,,,,Gregorian (IRE),Limousine (GB),Beat Hollow,Middleham Park Racing Xxiv,In rear - niggled along briefly 4f out - ridden and no impression from over 1f out
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,7,1,11,10,0,0,Hieronymus (GB),10/1,11.00,4,G,9-4,130,p,1:37.78,Nicola Currie,George Baker,77,,,4690.02,Dutch Art (GB),Sleek (GB),Oasis Dream,Mrs Pao Stafford Tucker,Made virtually all - ridden and faced strong challenge 2f out - kept on strongly and went clear from over 1f out - comfortably(op 17/2 tchd 8/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,2,2,11,6,4.25,4.25,Marshal Dan (IRE),11/1,12.00,5,G,9-5,131,,1:38.63,George Wood,Heather Main,78,,,1395.62,Lawman (FR),Aunt Nicola (GB),Reel Buddy,Coxwell Partnership,Tracked leaders - made challenge going best 2f out - soon ridden - kept on but no chance with winner from over 1f out(tchd 12/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,8,3,11,3,2.5,6.75,Lethal Missile (IRE),7/2,4.50,4,G,9-3,129,p1,1:39.13,Adam Kirby,Clive Cox,76,,,697.45,Lethal Force (IRE),Lostintheclouds (GB),Firebreak,B Allen G Hill N Wagland,Chased leaders - ridden over 2f out - kept on(op 9/2)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,6,4,11,2,0.2,7,Toronado Queen (IRE),18/1,19.00,4,F,9-4,130,,1:39.22,Barry McHugh,Richard Fahey,77,,,348.73,Toronado (IRE),Queenofthenorth (IRE),Halling,Richard Fahey Ebor Racing Club Ltd,Midfield on inner - headway over 2f out - soon ridden - kept on - not pace to challenge(tchd 20/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,3,5,11,5,4.5,11.5,Highfaluting (IRE),11/4F,3.75,6,G,9-5,131,,1:40.08,Andrea Atzeni,James Eustace,78,,,,High Chaparral (IRE),Walk On Water (GB),Exceed And Excel,David Batten,Slowly into stride - midfield - ridden and some headway over 2f out - no impression from over 1f out(op 3/1 tchd 10/3)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,5,6,11,11,.75,12.25,Earth And Sky (USA),7/1,8.00,4,F,9-4,130,,1:40.23,Harry Bentley,George Scott,77,,,,Noble Mission (GB),Youre So Sweet (USA),Storm Cat,Flaxman Stables Ireland Ltd,Slowly into stride - always towards rear - ridden under 3f out - never on terms(op 15/2 tchd 17/2)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,10,7,11,8,1.5,13.75,Dubai Acclaim (IRE),22/1,23.00,5,G,8-13,125,p,1:40.53,Connor Murtagh,Richard Fahey,75,,,,Acclamation (GB),Bahati (IRE),Intikhab,S G Clayton 1,Took keen hold - slowly into stride - towards rear - some headway when bit short of room under 3f out - soon ridden - no extra and weakened from 2f out(op 18/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,9,8,11,9,0.2,14,Leo Davinci (USA),50/1,51.00,4,G,9-2,128,,1:40.62,Tom Marquand,Mark Loughnane,75,,,,Artie Schiller (USA),Sweet Temper (USA),Stormy Atlantic,Racing Facades Syndicate,Always towards rear - ridden under 3f out - made no impression(op 33/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,11,9,11,1,5,19,Purgatory (GB),9/2,5.50,4,G,9-2,128,,1:41.58,Pat Cosgrave,Chris Wall,75,,,,Dark Angel (IRE),Meet Me Halfway (GB),Exceed And Excel,Des Thurlby,Slowly into stride - in rear - ridden 3f out - soon bit short of room - weakened over 1f out - beaten when eased inside final furlong (trainer said - regards the poor performance - gelding would benefit from the re-application of blinkers next time out)(tchd 4/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,4,10,11,4,2.75,21.75,Madeleine Bond (GB),16/1,17.00,6,M,9-4,130,,1:42.13,David Probert,Henry Candy,77,,,,Monsieur Bond (IRE),Spin A Wish (GB),Captain Rio,Candy Pritchard Thomas,Always towards rear - ridden over 4f out - made no impression(op 12/1)
2020-06-03,kempton-aw,4:30,Unibet Casino Deposit £10 Get £40 Bonus Handicap,,Class 4,,0-78,4yo+,,1m,1760,1609,8f,Standard To Slow,12,11,11,12,9.5,31.25,Daddy's Daughter (CAN),25/1,26.00,5,M,9-2,128,ht1,1:44.03,George Downing,Dean Ivory,75,,,,Scat Daddy (USA),Golden Stripe (CAN),El Corredor,Heather Michael Yarrow,Close up - hung left before halfway - ridden 3f out - weakened quickly over 2f out(op 28/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,9,1,12,9,0,0,Roller (GB),12/1,13.00,7,G,9-3,129,p,1:39.47,Dougie Costello,Mark Loughnane,64,,,2781.67,Rail Link (GB),Buffering (GB),Beat Hollow,Over The Moon Racing,Held up in rear - going okay 2f out - switched right and good headway over 1f out - pushed along to lead inside final furlong - went clear towards finish - readily(op 11/1 tchd 14/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,2,2,12,11,3,3,Andaleep (IRE),10/1,11.00,4,G,9-4,130,,1:40.07,Liam Keniry,Graeme McPherson,65,,,827.75,Siyouni (FR),Oriental Magic (GER),Doyen,Finch Forbes Mcpherson,Tracked leader - ridden over 1f out - kept on inside final furlong - no match for winner
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,8,3,12,2,0.3,3.25,Catch My Breath (GB),7/1,8.00,4,G,9-3,129,,1:40.12,Tom Queally,John Ryan,64,,,413.66,Bated Breath (GB),Likeable (GB),Dalakhani,The Out Of Puff Partnership,Raced in last - headway on outer 2f out - ridden over 1f out - kept on inside final furlong - went third towards finish(op 10/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,3,4,12,5,.5,3.75,Steal The Scene (IRE),10/1,11.00,8,G,9-3,129,tp,1:40.22,Rossa Ryan,Kevin Frost,64,,,206.83,Lord Shanakill (USA),Namoos (USA),Sahm,Curzon House Partnership Friends,Midfield - pushed along 2f out - ridden and switched left over 1f out - kept on inside final furlong - went fourth towards finish
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,11,5,12,1,.5,4.25,The Warrior (IRE),13/2,7.50,8,G,9-2,128,,1:40.32,Daniel Muscutt,Lee Carter,63,,,,Exceed And Excel (AUS),Aymara (GB),Darshaan,Peter Clarke Racing Partners,Swerved left start - tracked leader - ridden and headway over 1f out - no extra inside final furlong - lost two places towards finish (jockey said gelding jumped left leaving the stalls)(op 6/1 tchd 11/2)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,10,6,12,3,.5,4.75,Bug Boy (IRE),50/1,51.00,4,G,9-2,128,,1:40.42,Joey Haynes,Tony Newcombe,63,,,,Big Bad Bob (IRE),Velvetina (IRE),Barathea,Dr S P Hargreaves,In rear - ridden and headway on inner over 1f out - stayed on inside final furlong
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,6,7,12,7,.75,5.5,Al Daiha (GB),9/4F,3.25,4,F,9-3,129,,1:40.57,Tom Marquand,Ed Walker,64,,,,Olympic Glory (IRE),Alpen Glen (GB),Halling,Al Shaqab Racing,Close up - pushed along over 2f out - ridden over 1f out - weakened inside final furlong
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,7,8,12,4,2,7.5,Sir Plato (IRE),8/1,9.00,6,G,9-3,129,,1:40.97,Adam Kirby,Rod Millman,64,,,,Sir Prancealot (IRE),Dessert Flower (IRE),Intikhab,M J Tidball B R Millman,Soon led - ridden over 1f out - headed and weakened inside final furlong(op 15/2)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,1,9,12,6,1,8.5,Mystiquestar (IRE),15/2,8.50,4,F,9-4,130,,1:41.17,Jason Watson,Roger Charlton,65,,,,Sea The Stars (IRE),Magique (IRE),Jeremy,Miss Yvonne Jacques,Took keen hold - close up - ridden and edged right over 1f out - soon weakened(op 5/1 tchd 8/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,5,10,12,10,.5,9,New Look (FR),125/1,126.00,5,G,9-0,126,p,1:41.27,Harrison Shaw,Lisa Williamson,64,,,,Style Vendome (FR),Taras Force (IRE),Acclamation,Mrs Lisa Williamson,Took keen hold - midfield - outpaced 2f out - made no impression(op 80/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,4,11,12,12,3.75,12.75,The Stalking Moon (IRE),66/1,67.00,6,M,9-0,126,p,1:42.02,William Cox,Mark Usher,64,,,,Arcano (IRE),Cornakill (USA),Stormin Fever,Champagne And Shambles,Tracked leader - pushed along over 2f out - weakened from over 1f out(op 50/1)
2020-06-03,kempton-aw,5:05,Unibet 3 Uniboosts A Day Handicap,,Class 6,,0-65,4yo+,,1m,1760,1609,8f,Standard To Slow,12,12,12,8,11,23.75,Topology (GB),22/1,23.00,7,G,9-2,128,,1:44.22,Rob Hornby,Joseph Tuite,63,,,,Passing Glance (GB),Bold Byzantium (GB),Bold Arrangement,The Singleton Park Partnership 2,In rear - niggled along after 1f - some headway over 2f out - weakened from over 1f out - eased(tchd 25/1)
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,6,1,10,9,0,0,Sepahi (GB),9/1,10.00,4,F,9-2,128,p,1:12.56,David Probert,Shaun Keightley,59,,,2781.67,Sepoy (AUS),Katevan (IRE),Heliostatic,Mrs Shelley Tucker Partnership,Slowly into stride - towards rear - ridden 3f out - headway from 2f out - led inside final furlong - kept on well towards finish
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,9,2,10,10,1.5,1.5,Under Curfew (GB),11/1,12.00,4,G,9-2,128,,1:12.86,Rob Hornby,Tony Carroll,59,,,827.75,Stimulation (IRE),Thicket (GB),Wolfhound,Mark Wellbelove,Close up - ridden over 2f out - every chance over 1f out - kept on
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,2,3,10,7,3,4.5,It Must Be Faith (GB),33/1,34.00,10,G,9-3,129,v,1:13.46,Jane Elliott,Michael Appleby,60,,,413.66,Mount Nelson (GB),Purple Rain (IRE),Celtic Swing,Mick Appleby Racing,Led - ridden 2f out - edged left over 1f out - no extra and headed inside final furlong (jockey said gelding hung left-handed)
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,11,4,10,8,.5,5,Fard (GB),33/1,34.00,5,G,9-2,128,,1:13.56,Adrian McCarthy,Christine Dunnett,59,,,206.83,Dutch Art (GB),Rose Blossom (GB),Pastoral Pursuits,Jaber Ali Alsabah,In rear on inner - ridden 3f out - headway over 1f out - kept on
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,12,5,10,5,.5,5.5,Derry Boy (GB),7/2F,4.50,4,G,9-2,128,b,1:13.66,Richard Kingscote,David Evans,59,,,,Havana Gold (IRE),Steppe By Steppe (GB),Zamindar,Rob Emmanuelle Lynn Cullimore Partner,Taken down early - walked to post - midfield - ridden 3f out - kept on from 2f out - not pace to challenge
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,8,6,10,1,1,6.5,Red Bravo (IRE),5/1,6.00,4,G,9-2,128,,1:13.86,Barry McHugh,Mark Loughnane,59,,,,Acclamation (GB),Vision Of Peace (IRE),Invincible Spirit,Star Sports Bloodstock,Midfield - ridden 2f out - no impression from 1f out
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,1,7,10,6,3.5,10,Dubai Elegance (GB),7/1,8.00,6,M,9-3,129,,1:14.56,Lewis Edmunds,Derek Shaw,60,,,,Sepoy (AUS),Some Sunny Day (GB),Where Or When,Million Dreams Racing 1,Took keen hold - held up in rear - squeezed out soon after start - ridden over 2f out - made no impression
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,5,8,10,11,.5,10.5,Napping (GB),25/1,26.00,7,M,9-2,128,,1:14.66,George Wood,Amy Murphy,59,,,,Sleeping Indian (GB),Vax Rapide (GB),Sharpo,Eclipse Sports Racing Club,Chased leaders - ridden over 2f out - weakened from over 1f out
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,3,9,10,2,7,17.5,Showmethewayavrilo (GB),28/1,29.00,7,G,9-3,129,,1:16.06,Charlie Bennett,Malcolm Saunders,60,,,,Showcasing (GB),Avrilo (GB),Piccolo,Pat Hancock Eric Jones,Tracked leaders on inner - ridden over 2f out - soon weakened
2020-06-03,kempton-aw,5:40,Unibet Handicap,,Class 6,,0-60,4yo+,,6f,1320,1207,6f,Standard To Slow,10,10,10,3,11,28.5,Glamorous Crescent (GB),11/2,6.50,4,F,9-2,128,,1:18.26,Rossa Ryan,Christopher Mason,59,,,,Stimulation (IRE),Go Glamorous (IRE),Elnadim,Robert Nina Bailey,Midfield - ridden over 3f out - weakened from 2f out - eased inside final furlong (jockey said filly hung left-handed inside the final four furlongs and found nothing under pressure)
2020-06-03,yarmouth,12:45,Heed Your Hunch At Betway Handicap,,Class 4,,0-85,3yo,,1m2f,2223,2033,10f,Good To Firm,3,1,12,3,0,0,Celestran (GB),11/4F,3.75,3,C,9-7,133,,2:3.16,Robert Havlin,John Gosden,82,,,4690.02,Dansili (GB),Starscope (GB),Selkirk,Cheveley Park Stud,Slowly into stride - towards rear of midfield - headway 3f out - ridden and led 2f out - ran on(op 3/1 tchd 7/2)
2020-06-03,yarmouth,12:45,Heed Your Hunch At Betway Handicap,,Class 4,,0-85,3yo,,1m2f,2223,2033,10f,Good To Firm,1,2,12,1,1.5,1.5,Bodyline (IRE),16/1,17.00,3,C,9-7,133,,2:3.46,Luke Morris,Sir Mark Prescott Bt,82,,,1395.62,Australia (GB),Eurirs (FR),Indian Ridge,Tim Bunting   Osborne House Iv,In rear - nudged along 4f out - switched right and ridden over 2f out - stayed on(op 12/1)
2020-06-03,yarmouth,12:45,Heed Your Hunch At Betway Handicap,,Class 4,,0-85,3yo,,1m2f,2223,2033,10f,Good To Firm,10,3,12,2,.75,2.25,Make It Rain (IRE),16/1,17.00,3,F,9-4,130,,2:3.61,Dane ONeill,Simon & Ed Crisford,79,,,697.45,Night Of Thunder (IRE),Badalona (GB),Cape Cross,Sheikh Marwan Al Maktoum,Dwelt start - travelled strongly - towards rear of midfield - going okay when not clear run over 2f out - short of room over 1f out - kept on but held final furlong(op 14/1)
