"date","course","time","race_name","class","band","distance","going","pos","draw","btn","name","sp","age","weight","gear","jockey","trainer","or","ts","rpr","prize","comment"
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,6,8,6.5,Marzini,9/1,3,8-6,,B De Montzey,Mlle Adeline Merou,,,,,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,7,3,11.5,Jak Angel,17/1,3,9-2,,Jane Soubagne,Alex Bendjama,,,,,
24 Feb 2018,Bordeaux-Le-Bouscat,1:20,Prix Joseph Biancone (Maiden) (3yo Colts & Geldings) (Turf),not found,3yo,1m,Heavy,8,7,15.5,Onfalos,26/1,3,9-2,,Maurizio Guarnieri,Maxime Foulon,,,,,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,1,8,,Garlingari,6/4F,7,9-7,p,Mme C Barande-Barbe,Stephane Pasquier,,,114,33185.84,Raced freely - close up behind leaders - 3rd and ridden 2f out - stayed on strongly to lead approaching final furlong - driven out - readily
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,2,1,1.25,Parviz,10/1,4,8-10,,Waldemar Hickst,Clement Lecoeuvre,,,105,13274.34,In touch on inner - smooth progress to chase leader over 4f out - pushed along and disputed lead 3f out - ridden 2f out - kept on under pressure final furlong - not quite match pace of winner
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,3,9,5.25,Royal Dolois,9/1,6,8-13,,J-M Lefebvre,Jerome Moutard,,,98,9955.75,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,4,6,5.75,Ison,19/1,5,8-13,,M Le Forestier,Mickael Forest,,,97,6637.17,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,5,2,7.75,Alignement,47/10,5,8-13,,C Laffon-Parias,Maxime Guyon,,,94,3318.58,Waited with towards rear - closed 3 1/2f out - 4th and driven 2f out - soon outpaced by leaders - one pace final furlong and well held
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,6,7,9.75,Khefyn,11/1,8,8-13,,J Reynier,Valentin Seguy,,,90,,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,7,10,10.75,Mezidon,66/10,5,8-13,,D & P Prod'Homme,Fabrice Veron,,,89,,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,8,4,19.75,Daynawar,33/1,4,8-10,,Andrew Hollinshead,Mlle Alison Massin,,,75,,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,9,5,20.5,Zack Hope,16/1,10,8-13,,N Caullery,Gregory Benoist,,,73,,
24 Feb 2018,Cagnes-Sur-Mer,3:20,Grand Prix du Departement 06 - Defi du Galop 2018  (4yo+) (Turf),Listed,4yo+,1m4.5f,Heavy,10,3,20.75,Launched,10/1,6,8-13,,R Chotard,Franck Blondel,,,73,,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,1,6,,Spotify,1/2F,4,8-13,,C Ferland,Maxime Guyon,,,104,26548.67,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,2,3,.5,Syrita,5/1,5,9-0,p,M Nigge,Olivier Peslier,,,103,10619.47,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,3,7,.75,Pump Pump Palace,15/2,5,8-13,,J-P Gauvin,Gabriele Congiu,,,102,7964.60,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,4,4,1,Illaunmore,25/1,4,8-9,,Mme Pia Brandt,Gregory Benoist,,,99,5309.73,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,5,1,2,Incantator,10/1,6,8-13,,A Wohler,Jozef Bojko,,,100,2654.87,
11 Feb 2018,Cagnes-Sur-Mer,2:30,Grand Prix de la Riviera Cote d'Azur - Jacques Bouchara  (4yo+) (Polytrack),Listed,4yo+,1m2f,Standard,6,5,32,Plutocracy,9/1,8,8-13,,Andrew Hollinshead,Fabrice Veron,,,,,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,1,5,,Barkaa,54/10,3,8-9,,F Vermeulen,Cristian Demuro,,,98,24336.28,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,2,6,1,Hastotrike,13/2,3,8-13,b,Georgios Alimpinisis,Maxime Guyon,,,99,9734.51,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,3,7,2.5,Duque,EvensF,3,8-13,,D Smaga,Gregory Benoist,,,96,7300.88,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,4,3,5,Diamond Vendome,7/2,3,8-13,,C Ferland,Julien Auge,,,90,4867.26,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,5,2,5.5,Cead Mile Failte,54/1,3,8-9,,Matthieu Palussiere,Eddy Hardouin,,,85,2433.63,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,6,4,5.5,Royal Gift,46/1,3,8-9,p,Matthieu Palussiere,Clement Lecoeuvre,,,85,,
11 Feb 2018,Cagnes-Sur-Mer,1:20,Prix de la Californie  (3yo) (Polytrack),Listed,3yo,1m,Standard,7,1,7.25,Aiyana Rose,58/10,3,8-9,,Matthieu Palussiere,Antoine Hamelin,,,81,,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,1,4,,Marie D'Argent,27/10,4,8-10,,F Rossi,Nicolas Perret,,,101,23008.85,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,2,6,1.5,Lilly Kafeine,25/1,4,8-10,,R Le Dren Doleuze,Anthony Crastus,,,98,9203.54,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,3,9,1.75,Roc Angel,24/1,4,9-0,,F Chappet,Tony Piccone,,,101,6902.65,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,4,3,2.25,Lucky Team,13/1,6,9-0,p,J Boisnard,Hugo Journiac,,,100,4601.77,Chased leaders - close 4th 2f out - ridden and kept on final furlong - not pace to challenge
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,5,5,2.25,Time's Arrow,5/2F,4,9-0,,P Sogorb,Stephane Pasquier,,,100,2300.89,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,6,2,2.25,Nice To See You,10/1,5,9-4,b,Robert Collet,Gregory Benoist,,,104,,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,7,8,3.25,Miracle Des Aigles,27/10,5,9-0,,Mme C Barande-Barbe,Ronan Thomas,,,97,,
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,8,1,3.75,Royal Julius,13/1,5,9-6,,J Reynier,Vincent Cheminaud,,,102,,Held up in final trio - 6th and pushed along well over 2f out - ridden and short-lived effort 1 1/2f out - no further impression final 150yds
17 Feb 2018,Cagnes-Sur-Mer,3:15,Prix Saonois  (4yo+) (Polytrack),Listed,4yo+,1m,Standard,9,7,10.75,Princess Djeyna,16/1,4,8-10,,C Ferland,Julien Auge,,,76,,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,1,7,,Wusool,3/5F,3,9-2,,F Rohaut,Francois-Xavier Bertras,,,,11504.42,Broke well from wide draw - tracked leader under restraint - shaken up and led approaching final furlong - drew clear - comfortably
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,2,4,3,Toujours Ready,19/5,3,8-3,,J-C Rouget,Mlle Marion Lanave,,,,4601.77,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,3,5,4.5,Morning Dream,9/1,3,9-0,,C Ferland,Julien Auge,,,,3451.33,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,4,6,6,Achki,23/1,3,8-10,,N Caullery,Aurelien Lemaitre,,,,2300.89,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,5,3,6,Kickass D'Aumone,69/10,3,8-8,,S Jesus,Mlle Mickaelle Michel,,,,1150.44,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,6,2,7.25,Legacy,15/1,3,8-4,b,Jean-Pierre Carvalho,Mlle Coralie Pacaut,,,,,
24 Feb 2018,Cagnes-Sur-Mer,1:05,Prix de Toulouse (Conditions) (3yo) (Polytrack),not found,3yo,1m,Standard,7,1,7.5,All This Time,26/1,3,8-13,p,P Khozian,Nicolas Perret,,,,,
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,1,5,,Interieur,14/5,3,8-11,,J-P Gauvin,Nicolas Perret,,,,10619.47,
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,2,3,1.5,Muwaaly,4/5F,3,9-2,p,J-C Rouget,Christophe Soumillon,,,,4247.79,Settled behind leading pair - angled out and shaken up with 2f to go - driven 1 1/2f out to challenge between horses approaching final furlong - not match pace of winner last 150yds
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,3,1,1.75,Legacy,37/10,3,8-6,b,Jean-Pierre Carvalho,Mlle Coralie Pacaut,,,,3185.84,
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,4,4,5.75,Raster,11/1,3,9-2,,Simone Brogi,Cristian Demuro,,,,2123.89,
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,5,2,9.75,Timour Lenk,24/1,3,9-2,,C Escuder,Franck Blondel,,,,1061.95,
14 Feb 2018,Cagnes-Sur-Mer,1:20,Prix des Maures (Maiden) (3yo Colts & Geldings) (Polytrack),not found,3yo,1m2f,Standard,6,6,17.75,Zak,25/1,3,8-11,,J-P Gauvin,Gabriele Congiu,,,,,
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,1,6,,Study Of Man,4/1,3,9-2,,P Bary,Stephane Pasquier,,102,115,758495.58,In midfield - pushed along and took closer order over 2f out - joined leaders 1 1/2f out - ridden along and led narrowly entering final furlong - pressed final furlong - always doing enough
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,2,17,.5,Patascoy,33/1,3,9-2,,X Thomas-Demeaulte,Mickael Barzalona,,101,114,303451.33,Raced behind leaders on outer - pushed along and headway over 2f out - every chance when ridden along under 2f out - stayed on well under pressure - took 2nd late on
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,3,9,.75,Louis D'Or,66/1,3,9-2,,T Castanheira,Antoine Hamelin,,100,114,151725.66,Towards rear - pushed along and headway from 2 1/2f out - ridden along in behind leaders under 2f out - headway between runners to challenge inside final furlong - driven along - always just held
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,4,16,1,Intellogent,28/1,3,9-2,,F Chappet,Pierre-Charles Boudot,,99,113,75796.46,In rear of midfield early - headway from 3f out - shaken up and continued to close under 2f out - challenged entering final furlong - always held final furlong
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,5,5,2.5,Not Mine,40/1,3,9-2,b,C Ferland,Olivier Peslier,,96,110,37964.60,Towards rear early - pushed along and headway between runners over 2f out - ridden along on inner in midfield 1 1/2f out - soon not clear run and switched off rail - kept on again inside final furlong - never on terms with leaders
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,6,14,2.5,Hunting Horn,25/1,3,9-2,,A P O'Brien,Seamie Heffernan,,95,110,,Close up - went a little wide 4f out - soon pushed along to take closer order - every chance and challenged from 2f out - always just held but battled on well under pressure until lost position final 150yds
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,7,13,3,Hey Gaman,14/1,3,9-2,,James Tate,James Doyle,,94,109,,Disputed lead early - settled in 2nd after 2f - dropped to 3rd 3 1/2f out - soon closed and joined leader 2 1/2f out - shaken up to lead 2f out - hard pressed and battled on well - headed 1f out - continued to challenge before dropping away late on
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,8,7,3.75,Key Victory,9/2,3,9-2,,Charlie Appleby,William Buick,,92,108,,Held up behind leaders - pushed along 4f out - shaken up behind leaders 2f out - kept on same pace - never threatened
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,9,3,5,Rostropovich,13/2,3,9-2,,A P O'Brien,Ryan Moore,,89,106,,Midfield on inner - shaken up over 2f out - no impression - kept on same pace
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,10,12,5,Flag Of Honour,33/1,3,9-2,,A P O'Brien,Wayne Lordan,,88,105,,In midfield on outer - pushed along and a little outpaced 4f out - stayed on again but never on terms with leaders
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,11,18,5.75,Dice Roll,12/1,3,9-2,,F Chappet,Christophe Soumillon,,86,104,,Towards rear early - shaken up over 2f out - stayed on but never involved
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,12,11,7,Stable Genius,33/1,3,9-2,b,F Chappet,Tony Piccone,,83,102,,Slowly into stride and settled last - outpaced and few lengths detached at halfway - stayed on again but never on terms
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,13,1,8,Olmedo,3/1F,3,9-2,,J-C Rouget,Cristian Demuro,,81,100,,Quickly into stride - held up to settle behind leaders on inner - headway to go 2nd 3/12f out - led 2 1/2f out - soon joined in front and shaken up - headed 2f out - weakened under pressure final 2f - eased late on
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,14,4,20,Beat Generation,150/1,3,9-2,,Carla O'Halloran,Fabien Lefebvre,,57,76,,Always towards rear
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,15,10,21,Naturally High,16/1,3,9-2,,P Bary,Theo Bachelot,,55,86,,Always towards rear - eased final furlong
3 Jun 2018,Chantilly,3:15,Qipco Prix du Jockey Club  (3yo Colts & Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Soft,16,2,30,Kenya,50/1,3,9-2,,A P O'Brien,P B Beggy,,37,57,,Led - quickened tempo 4 1/2f out - pushed along and headed 2 1/2f out - quickly weakened
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,1,12,,Laurens,76/10,3,9-0,,K R Burke,P J McDonald,,102,110,505663.72,Raced keenly - chased leader - ridden to lead 2f out - driven and held on gamely from host of rivals from over 1f out
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,2,7,nk,Musis Amica,17/2,3,9-0,,A Fabre,Mickael Barzalona,,101,109,202300.89,Pushed along in rear - ridden and stayed on well on outer from 2 1/2f out - every chance last 100yds - just held
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,3,9,.25,Homerique,12/1,3,9-0,,F-H Graffard,Pierre-Charles Boudot,,100,109,101150.44,Raced keenly - in touch - ridden 2f out - pressed winner from over 1f out - driven last 50yds - just held
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,4,3,.5,Happily,71/10,3,9-0,,A P O'Brien,Ryan Moore,,99,109,50530.97,Midfield - ridden 2f out - stayed on well final furlong - not quite able to challenge
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,5,8,.5,With You,13/2,3,9-0,,F Head,Aurelien Lemaitre,,98,109,25309.73,In touch - ridden 2f out - every chance 1f out - kept on
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,6,11,1.75,Lady Athena,30/1,3,9-0,,Y Durepaire,Jean-Bernard Eyquem,,94,106,,Towards rear - ridden and headway from 2f out - not clear run approaching final furlong - kept on inside final furlong
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,7,13,2,Shahnaza,27/10F,3,9-0,,A De Royer-Dupre,Christophe Soumillon,,93,106,,Midfield - ridden 2f out - short of room 1 1/2f out - headway over 1f out - every chance 100yds out - no extra closing stages
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,8,10,2.5,Soustraction,24/1,3,9-0,,C Laffon-Parias,Maxime Guyon,,91,105,,Held up towards rear - good headway approaching 2f out - ridden 2f out - every chance over 1f out - no extra last 150yds
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,9,2,4,Barkaa,19/1,3,9-0,,F Vermeulen,Cristian Demuro,,86,102,,Midfield - ridden and kept on same pace from 2f out
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,10,6,4.75,Castellar,16/1,3,9-0,,C Laffon-Parias,Olivier Peslier,,84,101,,In touch - ridden and outpaced under 2f out - weakened inside final furlong
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,11,5,4.75,Amazing Lips,25/1,3,9-0,,N Clement,Stephane Pasquier,,83,101,,Towards rear of midfield - ridden and outpaced 2f out - kept on last 100yds - never dangerous
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,12,1,5.25,Luminate,67/10,3,9-0,,F Head,Frankie Dettori,,82,100,,Ridden along in early stages to lead - ridden and headed 2f out - weakened final furlong
17 Jun 2018,Chantilly,3:05,Prix de Diane Longines  (3yo Fillies) (Turf),Group 1,3yo Fillies,1m2.5f,Good To Soft,13,4,7.25,Assonance,59/1,3,9-0,,J-P Gauvin,Antoine Hamelin,,76,96,,Held up towards rear - ridden and brief effort on inner 1 1/2f out - weakened final furlong
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,1,6,,Holdthasigreen,59/10,6,9-4,,B Audouin,Tony Piccone,,66,112,176982.30,Settled in midfield on outer - left 2nd after 4 1/2f and led soon after - made rest - driven for home over 2f out - stayed on gamely to hold all challengers
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,2,8,.75,Called To The Bar,53/10,4,9-4,,Mme Pia Brandt,Maxime Guyon,,65,111,70805.31,Waited with in rear - headway on outer with 2f to run - stayed on under pressure - always held by winner
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,3,1,1,Morgan Le Faye,15/1,4,9-1,,A Fabre,Mickael Barzalona,,62,108,35402.65,Settled in final pair - close up from halfway - not clear run 2f out - angled out and ridden 1 1/2f out - ran on under pressure - never on terms
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,4,5,1,Brundtland,9/5F,3,8-10,,Charlie Appleby,William Buick,,64,112,17685.84,Tracked leader - carried out very wide and dropped to last when leader spooked and jumped all-weather crossing after 4 1/2f - rushed up soon after to chase leader - driven over 2f out - stayed on for pressure but not pace to challenge final furlong
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,5,3,1.25,Flag Of Honour,13/5,3,8-10,,A P O'Brien,Ryan Moore,,64,112,8858.41,Led - spooked and tried to jump crossing with all-weather track after 4 1/2f - went out wide and dropped into final pair - closed on inner from 2f out - stayed on well under pressure final furlong - not pace to challenge
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,6,2,4.25,Palombe,78/10,4,9-1,,A Fabre,Pierre-Charles Boudot,,58,104,,Close up - spooked and fly-jumped when leader tried to jump all-weather crossing after 4 1/2f - left in front but soon headed - remained close up - 3rd and travelling well enough over 2f out - soon ridden and edged left - dropped away inside final furlong
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,7,4,5.75,Horseplay,17/1,4,9-1,,Andrew Balding,David Probert,,55,102,,Midfield on inner - raced in 4th before halfway - driven and not quicken 2f out - dropped away final furlong
28 Oct 2018,Chantilly,2:45,Prix Royal-Oak  (3yo+) (Turf),Group 1,3yo+,1m7f,Good To Soft,8,7,7.75,Max Dynamite,42/1,8,9-4,b,W P Mullins,Andrea Atzeni,,56,103,,Held up in final trio - last and ridden 2f out but no impression - well held last 1 1/2f
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,1,7,,Royal Meeting,4/1,2,9-0,,Saeed bin Suroor,Christophe Soumillon,,86,116,126415.93,Broke well - settled in 3rd - 3 lengths off leaders when driven 2f out - edged left while closing from 1 1/2f out - ran on under mostly hands and heels to lead last 130yds - readily
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,2,4,.75,Hermosa,7/5F,2,8-10,,A P O'Brien,Ryan Moore,,80,110,50575.22,Tracked leader - driven to challenge 2 1/2f out - led with under 2f to run - ran on gamely under pressure - headed last 130yds - no extra
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,3,1,1,Graignes,13/2,2,9-0,,Y Barberot,Cristian Demuro,,83,113,25287.61,Raced keenly - held up inside rival in final trio - 4th and going well enough over 2 1/2f out - driven 2f out and no immediate impression - ran on under pressure final furlong - never nearer
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,4,3,2.25,Kessaar,12/5,2,9-0,h,John Gosden,Frankie Dettori,,79,110,12632.74,Led - driven when pressed 2 1/2f out - rallied under pressure - headed under 2f out - kept on under driving - faded last 150yds
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,5,6,4.75,Ecolo,84/10,2,9-0,h,C Laffon-Parias,Maxime Guyon,,71,104,6327.43,Raced keenly - held up in rear - ridden 2f out - kept on without ever having pace to get involved
28 Oct 2018,Chantilly,3:20,Criterium International  (2yo Colts & Fillies) (Turf),Group 1,2yo Fillies,7f,Good To Soft,6,2,6,San Andreas,18/1,2,9-0,,A P O'Brien,Donnacha O'Brien,,67,101,,Raced in final trio outside rival - last and pushed along 2f out but no impression - kept on at one pace - never in contention
21 Oct 2018,Chantilly,4:30,Prix du Conseil de Paris  (3yo+) (Turf),Group 2,3yo+,1m4f,Good,1,3,,Listen In,11/2,4,8-13,,F Head,Aurelien Lemaitre,,,108,65575.22,Soon tracked leader - pushed along and virtually joined leader over 2f out - soon led - ridden entering final furlong - kept on strongly and always doing enough close home
